time_sk,submission_date,year,month,quarter,season,is_cold_month
1256,2012-02-06,2012,2,1,Cold,1
1257,2012-02-07,2012,2,1,Cold,1
1258,2012-02-08,2012,2,1,Cold,1
1259,2012-02-09,2012,2,1,Cold,1
1260,2012-02-10,2012,2,1,Cold,1
1261,2012-02-11,2012,2,1,Cold,1
1262,2012-02-12,2012,2,1,Cold,1
1263,2012-02-13,2012,2,1,Cold,1
1264,2012-02-14,2012,2,1,Cold,1
1265,2012-02-15,2012,2,1,Cold,1
1266,2012-02-16,2012,2,1,Cold,1
1267,2012-02-17,2012,2,1,Cold,1
1268,2012-02-18,2012,2,1,Cold,1
1269,2012-02-19,2012,2,1,Cold,1
1270,2012-02-20,2012,2,1,Cold,1
1271,2012-02-21,2012,2,1,Cold,1
1272,2012-02-22,2012,2,1,Cold,1
1273,2012-02-23,2012,2,1,Cold,1
1274,2012-02-24,2012,2,1,Cold,1
1275,2012-02-25,2012,2,1,Cold,1
1276,2012-02-26,2012,2,1,Cold,1
1277,2012-02-27,2012,2,1,Cold,1
1278,2012-02-28,2012,2,1,Cold,1
1279,2012-02-29,2012,2,1,Cold,1
1280,2012-03-01,2012,3,1,Cold,1
1281,2012-03-02,2012,3,1,Cold,1
1282,2012-03-03,2012,3,1,Cold,1
1283,2012-03-04,2012,3,1,Cold,1
1284,2012-03-05,2012,3,1,Cold,1
1285,2012-03-06,2012,3,1,Cold,1
1286,2012-03-07,2012,3,1,Cold,1
1287,2012-03-08,2012,3,1,Cold,1
1288,2012-03-09,2012,3,1,Cold,1
1289,2012-03-10,2012,3,1,Cold,1
1290,2012-03-11,2012,3,1,Cold,1
1291,2012-03-12,2012,3,1,Cold,1
1292,2012-03-13,2012,3,1,Cold,1
1293,2012-03-14,2012,3,1,Cold,1
1294,2012-03-15,2012,3,1,Cold,1
1295,2012-03-16,2012,3,1,Cold,1
1296,2012-03-17,2012,3,1,Cold,1
1297,2012-03-18,2012,3,1,Cold,1
1298,2012-03-19,2012,3,1,Cold,1
1299,2012-03-20,2012,3,1,Cold,1
1300,2012-03-21,2012,3,1,Cold,1
1301,2012-03-22,2012,3,1,Cold,1
1302,2012-03-23,2012,3,1,Cold,1
1303,2012-03-24,2012,3,1,Cold,1
1304,2012-03-25,2012,3,1,Cold,1
1305,2012-03-26,2012,3,1,Cold,1
1306,2012-03-27,2012,3,1,Cold,1
1307,2012-03-28,2012,3,1,Cold,1
1308,2012-03-29,2012,3,1,Cold,1
1309,2012-03-30,2012,3,1,Cold,1
1310,2012-03-31,2012,3,1,Cold,1
1311,2012-04-01,2012,4,2,Cold,1
1312,2012-04-02,2012,4,2,Cold,1
1313,2012-04-03,2012,4,2,Cold,1
1314,2012-04-04,2012,4,2,Cold,1
1315,2012-04-05,2012,4,2,Cold,1
1316,2012-04-06,2012,4,2,Cold,1
1317,2012-04-07,2012,4,2,Cold,1
1318,2012-04-08,2012,4,2,Cold,1
1319,2012-04-09,2012,4,2,Cold,1
1320,2012-04-10,2012,4,2,Cold,1
1321,2012-04-11,2012,4,2,Cold,1
1322,2012-04-12,2012,4,2,Cold,1
1323,2012-04-13,2012,4,2,Cold,1
1324,2012-04-14,2012,4,2,Cold,1
1325,2012-04-15,2012,4,2,Cold,1
1326,2012-04-16,2012,4,2,Cold,1
1327,2012-04-17,2012,4,2,Cold,1
1328,2012-04-18,2012,4,2,Cold,1
1329,2012-04-19,2012,4,2,Cold,1
1330,2012-04-20,2012,4,2,Cold,1
1331,2012-04-21,2012,4,2,Cold,1
1332,2012-04-22,2012,4,2,Cold,1
1333,2012-04-23,2012,4,2,Cold,1
1334,2012-04-24,2012,4,2,Cold,1
1335,2012-04-25,2012,4,2,Cold,1
1336,2012-04-26,2012,4,2,Cold,1
1337,2012-04-27,2012,4,2,Cold,1
1338,2012-04-28,2012,4,2,Cold,1
1339,2012-04-29,2012,4,2,Cold,1
1340,2012-04-30,2012,4,2,Cold,1
1341,2012-05-01,2012,5,2,Warm,0
1342,2012-05-02,2012,5,2,Warm,0
1343,2012-05-03,2012,5,2,Warm,0
1344,2012-05-04,2012,5,2,Warm,0
1345,2012-05-05,2012,5,2,Warm,0
1346,2012-05-06,2012,5,2,Warm,0
1347,2012-05-07,2012,5,2,Warm,0
1348,2012-05-08,2012,5,2,Warm,0
1349,2012-05-09,2012,5,2,Warm,0
1350,2012-05-10,2012,5,2,Warm,0
1351,2012-05-11,2012,5,2,Warm,0
1352,2012-05-12,2012,5,2,Warm,0
1353,2012-05-13,2012,5,2,Warm,0
1354,2012-05-14,2012,5,2,Warm,0
1355,2012-05-15,2012,5,2,Warm,0
1356,2012-05-16,2012,5,2,Warm,0
1357,2012-05-17,2012,5,2,Warm,0
1358,2012-05-18,2012,5,2,Warm,0
1359,2012-05-19,2012,5,2,Warm,0
1360,2012-05-20,2012,5,2,Warm,0
1361,2012-05-21,2012,5,2,Warm,0
1362,2012-05-22,2012,5,2,Warm,0
1363,2012-05-23,2012,5,2,Warm,0
1364,2012-05-24,2012,5,2,Warm,0
1365,2012-05-25,2012,5,2,Warm,0
1366,2012-05-26,2012,5,2,Warm,0
1367,2012-05-27,2012,5,2,Warm,0
1368,2012-05-28,2012,5,2,Warm,0
1369,2012-05-29,2012,5,2,Warm,0
1370,2012-05-30,2012,5,2,Warm,0
1371,2012-05-31,2012,5,2,Warm,0
1372,2012-06-01,2012,6,2,Warm,0
1373,2012-06-02,2012,6,2,Warm,0
1374,2012-06-03,2012,6,2,Warm,0
1375,2012-06-04,2012,6,2,Warm,0
1376,2012-06-05,2012,6,2,Warm,0
1377,2012-06-06,2012,6,2,Warm,0
1378,2012-06-07,2012,6,2,Warm,0
1379,2012-06-08,2012,6,2,Warm,0
1380,2012-06-09,2012,6,2,Warm,0
1381,2012-06-10,2012,6,2,Warm,0
1382,2012-06-11,2012,6,2,Warm,0
1383,2012-06-12,2012,6,2,Warm,0
1384,2012-06-13,2012,6,2,Warm,0
1385,2012-06-14,2012,6,2,Warm,0
1386,2012-06-15,2012,6,2,Warm,0
1387,2012-06-16,2012,6,2,Warm,0
1388,2012-06-17,2012,6,2,Warm,0
1389,2012-06-18,2012,6,2,Warm,0
1390,2012-06-19,2012,6,2,Warm,0
1391,2012-06-20,2012,6,2,Warm,0
1392,2012-06-21,2012,6,2,Warm,0
1393,2012-06-22,2012,6,2,Warm,0
1394,2012-06-23,2012,6,2,Warm,0
1395,2012-06-24,2012,6,2,Warm,0
1396,2012-06-25,2012,6,2,Warm,0
1397,2012-06-26,2012,6,2,Warm,0
1398,2012-06-27,2012,6,2,Warm,0
1399,2012-06-28,2012,6,2,Warm,0
1400,2012-06-29,2012,6,2,Warm,0
1401,2012-06-30,2012,6,2,Warm,0
1402,2012-07-01,2012,7,3,Warm,0
1403,2012-07-02,2012,7,3,Warm,0
1404,2012-07-03,2012,7,3,Warm,0
1405,2012-07-04,2012,7,3,Warm,0
1406,2012-07-05,2012,7,3,Warm,0
1407,2012-07-06,2012,7,3,Warm,0
1408,2012-07-07,2012,7,3,Warm,0
1409,2012-07-08,2012,7,3,Warm,0
1410,2012-07-09,2012,7,3,Warm,0
1411,2012-07-10,2012,7,3,Warm,0
1412,2012-07-11,2012,7,3,Warm,0
1413,2012-07-12,2012,7,3,Warm,0
1414,2012-07-13,2012,7,3,Warm,0
1415,2012-07-14,2012,7,3,Warm,0
1416,2012-07-15,2012,7,3,Warm,0
1417,2012-07-16,2012,7,3,Warm,0
1418,2012-07-17,2012,7,3,Warm,0
1419,2012-07-18,2012,7,3,Warm,0
1420,2012-07-19,2012,7,3,Warm,0
1421,2012-07-20,2012,7,3,Warm,0
1422,2012-07-21,2012,7,3,Warm,0
1423,2012-07-22,2012,7,3,Warm,0
1424,2012-07-23,2012,7,3,Warm,0
1425,2012-07-24,2012,7,3,Warm,0
1426,2012-07-25,2012,7,3,Warm,0
1427,2012-07-26,2012,7,3,Warm,0
1428,2012-07-27,2012,7,3,Warm,0
1429,2012-07-28,2012,7,3,Warm,0
1430,2012-07-29,2012,7,3,Warm,0
1431,2012-07-30,2012,7,3,Warm,0
1432,2012-07-31,2012,7,3,Warm,0
1433,2012-08-01,2012,8,3,Warm,0
1434,2012-08-02,2012,8,3,Warm,0
1435,2012-08-03,2012,8,3,Warm,0
1436,2012-08-04,2012,8,3,Warm,0
1437,2012-08-05,2012,8,3,Warm,0
1438,2012-08-06,2012,8,3,Warm,0
1439,2012-08-07,2012,8,3,Warm,0
1440,2012-08-08,2012,8,3,Warm,0
1441,2012-08-09,2012,8,3,Warm,0
1442,2012-08-10,2012,8,3,Warm,0
1443,2012-08-11,2012,8,3,Warm,0
1444,2012-08-12,2012,8,3,Warm,0
1445,2012-08-13,2012,8,3,Warm,0
1446,2012-08-14,2012,8,3,Warm,0
1447,2012-08-15,2012,8,3,Warm,0
1448,2012-08-16,2012,8,3,Warm,0
1449,2012-08-17,2012,8,3,Warm,0
1450,2012-08-18,2012,8,3,Warm,0
1451,2012-08-19,2012,8,3,Warm,0
1452,2012-08-20,2012,8,3,Warm,0
1453,2012-08-21,2012,8,3,Warm,0
1454,2012-08-22,2012,8,3,Warm,0
1455,2012-08-23,2012,8,3,Warm,0
1456,2012-08-24,2012,8,3,Warm,0
1457,2012-08-25,2012,8,3,Warm,0
1458,2012-08-26,2012,8,3,Warm,0
1459,2012-08-27,2012,8,3,Warm,0
1460,2012-08-28,2012,8,3,Warm,0
1461,2012-08-29,2012,8,3,Warm,0
1462,2012-08-30,2012,8,3,Warm,0
1463,2012-08-31,2012,8,3,Warm,0
1464,2012-09-01,2012,9,3,Warm,0
1465,2012-09-02,2012,9,3,Warm,0
1466,2012-09-03,2012,9,3,Warm,0
1467,2012-09-04,2012,9,3,Warm,0
1468,2012-09-05,2012,9,3,Warm,0
1469,2012-09-06,2012,9,3,Warm,0
1470,2012-09-07,2012,9,3,Warm,0
1471,2012-09-08,2012,9,3,Warm,0
1472,2012-09-09,2012,9,3,Warm,0
1473,2012-09-10,2012,9,3,Warm,0
1474,2012-09-11,2012,9,3,Warm,0
1475,2012-09-12,2012,9,3,Warm,0
1476,2012-09-13,2012,9,3,Warm,0
1477,2012-09-14,2012,9,3,Warm,0
1478,2012-09-15,2012,9,3,Warm,0
1479,2012-09-16,2012,9,3,Warm,0
1480,2012-09-17,2012,9,3,Warm,0
1481,2012-09-18,2012,9,3,Warm,0
1482,2012-09-19,2012,9,3,Warm,0
1483,2012-09-20,2012,9,3,Warm,0
1484,2012-09-21,2012,9,3,Warm,0
1485,2012-09-22,2012,9,3,Warm,0
1486,2012-09-23,2012,9,3,Warm,0
1487,2012-09-24,2012,9,3,Warm,0
1488,2012-09-25,2012,9,3,Warm,0
1489,2012-09-26,2012,9,3,Warm,0
1490,2012-09-27,2012,9,3,Warm,0
1491,2012-09-28,2012,9,3,Warm,0
1492,2012-09-29,2012,9,3,Warm,0
1493,2012-09-30,2012,9,3,Warm,0
1494,2012-10-01,2012,10,4,Warm,0
1495,2012-10-02,2012,10,4,Warm,0
1496,2012-10-03,2012,10,4,Warm,0
1497,2012-10-04,2012,10,4,Warm,0
1498,2012-10-05,2012,10,4,Warm,0
1499,2012-10-06,2012,10,4,Warm,0
1500,2012-10-07,2012,10,4,Warm,0
1501,2012-10-08,2012,10,4,Warm,0
1502,2012-10-09,2012,10,4,Warm,0
1503,2012-10-10,2012,10,4,Warm,0
1504,2012-10-11,2012,10,4,Warm,0
1505,2012-10-12,2012,10,4,Warm,0
1506,2012-10-13,2012,10,4,Warm,0
1507,2012-10-14,2012,10,4,Warm,0
1508,2012-10-15,2012,10,4,Warm,0
1509,2012-10-16,2012,10,4,Warm,0
1510,2012-10-17,2012,10,4,Warm,0
1511,2012-10-18,2012,10,4,Warm,0
1512,2012-10-19,2012,10,4,Warm,0
1513,2012-10-20,2012,10,4,Warm,0
1514,2012-10-21,2012,10,4,Warm,0
1515,2012-10-22,2012,10,4,Warm,0
1516,2012-10-23,2012,10,4,Warm,0
1517,2012-10-24,2012,10,4,Warm,0
1518,2012-10-25,2012,10,4,Warm,0
1519,2012-10-26,2012,10,4,Warm,0
1520,2012-10-27,2012,10,4,Warm,0
1521,2012-10-28,2012,10,4,Warm,0
1522,2012-10-29,2012,10,4,Warm,0
1523,2012-10-30,2012,10,4,Warm,0
1524,2012-10-31,2012,10,4,Warm,0
1525,2012-11-01,2012,11,4,Warm,0
1526,2012-11-02,2012,11,4,Warm,0
1527,2012-11-03,2012,11,4,Warm,0
1528,2012-11-04,2012,11,4,Warm,0
1529,2012-11-05,2012,11,4,Warm,0
1530,2012-11-06,2012,11,4,Warm,0
1531,2012-11-07,2012,11,4,Warm,0
1532,2012-11-08,2012,11,4,Warm,0
1533,2012-11-09,2012,11,4,Warm,0
1534,2012-11-10,2012,11,4,Warm,0
1535,2012-11-11,2012,11,4,Warm,0
1536,2012-11-12,2012,11,4,Warm,0
1537,2012-11-13,2012,11,4,Warm,0
1538,2012-11-14,2012,11,4,Warm,0
1539,2012-11-15,2012,11,4,Warm,0
1540,2012-11-16,2012,11,4,Warm,0
1541,2012-11-17,2012,11,4,Warm,0
1542,2012-11-18,2012,11,4,Warm,0
1543,2012-11-19,2012,11,4,Warm,0
1544,2012-11-20,2012,11,4,Warm,0
1545,2012-11-21,2012,11,4,Warm,0
1546,2012-11-22,2012,11,4,Warm,0
1547,2012-11-23,2012,11,4,Warm,0
1548,2012-11-24,2012,11,4,Warm,0
1549,2012-11-25,2012,11,4,Warm,0
1550,2012-11-26,2012,11,4,Warm,0
1551,2012-11-27,2012,11,4,Warm,0
1552,2012-11-28,2012,11,4,Warm,0
1553,2012-11-29,2012,11,4,Warm,0
1554,2012-11-30,2012,11,4,Warm,0
1555,2012-12-01,2012,12,4,Warm,0
1556,2012-12-02,2012,12,4,Warm,0
1557,2012-12-03,2012,12,4,Warm,0
1558,2012-12-04,2012,12,4,Warm,0
1559,2012-12-05,2012,12,4,Warm,0
1560,2012-12-06,2012,12,4,Warm,0
1561,2012-12-07,2012,12,4,Warm,0
1562,2012-12-08,2012,12,4,Warm,0
1563,2012-12-09,2012,12,4,Warm,0
1564,2012-12-10,2012,12,4,Warm,0
1565,2012-12-11,2012,12,4,Warm,0
1566,2012-12-12,2012,12,4,Warm,0
1567,2012-12-13,2012,12,4,Warm,0
1568,2012-12-14,2012,12,4,Warm,0
1569,2012-12-15,2012,12,4,Warm,0
1570,2012-12-16,2012,12,4,Warm,0
1571,2012-12-17,2012,12,4,Warm,0
1572,2012-12-18,2012,12,4,Warm,0
1573,2012-12-19,2012,12,4,Warm,0
1574,2012-12-20,2012,12,4,Warm,0
1575,2012-12-21,2012,12,4,Warm,0
1576,2012-12-22,2012,12,4,Warm,0
1577,2012-12-23,2012,12,4,Warm,0
1578,2012-12-24,2012,12,4,Warm,0
1579,2012-12-25,2012,12,4,Warm,0
1580,2012-12-26,2012,12,4,Warm,0
1581,2012-12-27,2012,12,4,Warm,0
1582,2012-12-28,2012,12,4,Warm,0
1583,2012-12-29,2012,12,4,Warm,0
1584,2012-12-30,2012,12,4,Warm,0
1585,2012-12-31,2012,12,4,Warm,0
1586,2013-01-01,2013,1,1,Cold,1
1587,2013-01-02,2013,1,1,Cold,1
1588,2013-01-03,2013,1,1,Cold,1
1589,2013-01-04,2013,1,1,Cold,1
1590,2013-01-05,2013,1,1,Cold,1
1591,2013-01-06,2013,1,1,Cold,1
1592,2013-01-07,2013,1,1,Cold,1
1593,2013-01-08,2013,1,1,Cold,1
1594,2013-01-09,2013,1,1,Cold,1
1595,2013-01-10,2013,1,1,Cold,1
1596,2013-01-11,2013,1,1,Cold,1
1597,2013-01-12,2013,1,1,Cold,1
1598,2013-01-13,2013,1,1,Cold,1
1599,2013-01-14,2013,1,1,Cold,1
1600,2013-01-15,2013,1,1,Cold,1
1601,2013-01-16,2013,1,1,Cold,1
1602,2013-01-17,2013,1,1,Cold,1
1603,2013-01-18,2013,1,1,Cold,1
1604,2013-01-19,2013,1,1,Cold,1
1605,2013-01-20,2013,1,1,Cold,1
1606,2013-01-21,2013,1,1,Cold,1
1607,2013-01-22,2013,1,1,Cold,1
1608,2013-01-23,2013,1,1,Cold,1
1609,2013-01-24,2013,1,1,Cold,1
1610,2013-01-25,2013,1,1,Cold,1
1611,2013-01-26,2013,1,1,Cold,1
1612,2013-01-27,2013,1,1,Cold,1
1613,2013-01-28,2013,1,1,Cold,1
1614,2013-01-29,2013,1,1,Cold,1
1615,2013-01-30,2013,1,1,Cold,1
1616,2013-01-31,2013,1,1,Cold,1
1617,2013-02-01,2013,2,1,Cold,1
1618,2013-02-02,2013,2,1,Cold,1
1619,2013-02-03,2013,2,1,Cold,1
1620,2013-02-04,2013,2,1,Cold,1
1621,2013-02-05,2013,2,1,Cold,1
1622,2013-02-06,2013,2,1,Cold,1
1623,2013-02-07,2013,2,1,Cold,1
1624,2013-02-08,2013,2,1,Cold,1
1625,2013-02-09,2013,2,1,Cold,1
1626,2013-02-10,2013,2,1,Cold,1
1627,2013-02-11,2013,2,1,Cold,1
1628,2013-02-12,2013,2,1,Cold,1
1629,2013-02-13,2013,2,1,Cold,1
1630,2013-02-14,2013,2,1,Cold,1
1631,2013-02-15,2013,2,1,Cold,1
1632,2013-02-16,2013,2,1,Cold,1
1633,2013-02-17,2013,2,1,Cold,1
1634,2013-02-18,2013,2,1,Cold,1
1635,2013-02-19,2013,2,1,Cold,1
1636,2013-02-20,2013,2,1,Cold,1
1637,2013-02-21,2013,2,1,Cold,1
1638,2013-02-22,2013,2,1,Cold,1
1639,2013-02-23,2013,2,1,Cold,1
1640,2013-02-24,2013,2,1,Cold,1
1641,2013-02-25,2013,2,1,Cold,1
1642,2013-02-26,2013,2,1,Cold,1
1643,2013-02-27,2013,2,1,Cold,1
1644,2013-02-28,2013,2,1,Cold,1
1645,2013-03-01,2013,3,1,Cold,1
1646,2013-03-02,2013,3,1,Cold,1
1647,2013-03-03,2013,3,1,Cold,1
1648,2013-03-04,2013,3,1,Cold,1
1649,2013-03-05,2013,3,1,Cold,1
1650,2013-03-06,2013,3,1,Cold,1
1651,2013-03-07,2013,3,1,Cold,1
1652,2013-03-08,2013,3,1,Cold,1
1653,2013-03-09,2013,3,1,Cold,1
1654,2013-03-10,2013,3,1,Cold,1
1655,2013-03-11,2013,3,1,Cold,1
1656,2013-03-12,2013,3,1,Cold,1
1657,2013-03-13,2013,3,1,Cold,1
1658,2013-03-14,2013,3,1,Cold,1
1659,2013-03-15,2013,3,1,Cold,1
1660,2013-03-16,2013,3,1,Cold,1
1661,2013-03-17,2013,3,1,Cold,1
1662,2013-03-18,2013,3,1,Cold,1
1663,2013-03-19,2013,3,1,Cold,1
1664,2013-03-20,2013,3,1,Cold,1
1665,2013-03-21,2013,3,1,Cold,1
1666,2013-03-22,2013,3,1,Cold,1
1667,2013-03-23,2013,3,1,Cold,1
1668,2013-03-24,2013,3,1,Cold,1
1669,2013-03-25,2013,3,1,Cold,1
1670,2013-03-26,2013,3,1,Cold,1
1671,2013-03-27,2013,3,1,Cold,1
1672,2013-03-28,2013,3,1,Cold,1
1673,2013-03-29,2013,3,1,Cold,1
1674,2013-03-30,2013,3,1,Cold,1
1675,2013-03-31,2013,3,1,Cold,1
1676,2013-04-01,2013,4,2,Cold,1
1677,2013-04-02,2013,4,2,Cold,1
1678,2013-04-03,2013,4,2,Cold,1
1679,2013-04-04,2013,4,2,Cold,1
1680,2013-04-05,2013,4,2,Cold,1
1681,2013-04-06,2013,4,2,Cold,1
1682,2013-04-07,2013,4,2,Cold,1
1683,2013-04-08,2013,4,2,Cold,1
1684,2013-04-09,2013,4,2,Cold,1
1685,2013-04-10,2013,4,2,Cold,1
1686,2013-04-11,2013,4,2,Cold,1
1687,2013-04-12,2013,4,2,Cold,1
1688,2013-04-13,2013,4,2,Cold,1
1689,2013-04-14,2013,4,2,Cold,1
1690,2013-04-15,2013,4,2,Cold,1
1691,2013-04-16,2013,4,2,Cold,1
1692,2013-04-17,2013,4,2,Cold,1
1693,2013-04-18,2013,4,2,Cold,1
1694,2013-04-19,2013,4,2,Cold,1
1695,2013-04-20,2013,4,2,Cold,1
1696,2013-04-21,2013,4,2,Cold,1
1697,2013-04-22,2013,4,2,Cold,1
1698,2013-04-23,2013,4,2,Cold,1
1699,2013-04-24,2013,4,2,Cold,1
1700,2013-04-25,2013,4,2,Cold,1
1701,2013-04-26,2013,4,2,Cold,1
1702,2013-04-27,2013,4,2,Cold,1
1703,2013-04-28,2013,4,2,Cold,1
1704,2013-04-29,2013,4,2,Cold,1
1705,2013-04-30,2013,4,2,Cold,1
1706,2013-05-01,2013,5,2,Warm,0
1707,2013-05-02,2013,5,2,Warm,0
1708,2013-05-03,2013,5,2,Warm,0
1709,2013-05-04,2013,5,2,Warm,0
1710,2013-05-05,2013,5,2,Warm,0
1711,2013-05-06,2013,5,2,Warm,0
1712,2013-05-07,2013,5,2,Warm,0
1713,2013-05-08,2013,5,2,Warm,0
1714,2013-05-09,2013,5,2,Warm,0
1715,2013-05-10,2013,5,2,Warm,0
1716,2013-05-11,2013,5,2,Warm,0
1717,2013-05-12,2013,5,2,Warm,0
1718,2013-05-13,2013,5,2,Warm,0
1719,2013-05-14,2013,5,2,Warm,0
1720,2013-05-15,2013,5,2,Warm,0
1721,2013-05-16,2013,5,2,Warm,0
1722,2013-05-17,2013,5,2,Warm,0
1723,2013-05-18,2013,5,2,Warm,0
1724,2013-05-19,2013,5,2,Warm,0
1725,2013-05-20,2013,5,2,Warm,0
1726,2013-05-21,2013,5,2,Warm,0
1727,2013-05-22,2013,5,2,Warm,0
1728,2013-05-23,2013,5,2,Warm,0
1729,2013-05-24,2013,5,2,Warm,0
1730,2013-05-25,2013,5,2,Warm,0
1731,2013-05-26,2013,5,2,Warm,0
1732,2013-05-27,2013,5,2,Warm,0
1733,2013-05-28,2013,5,2,Warm,0
1734,2013-05-29,2013,5,2,Warm,0
1735,2013-05-30,2013,5,2,Warm,0
1736,2013-05-31,2013,5,2,Warm,0
1737,2013-06-01,2013,6,2,Warm,0
1738,2013-06-02,2013,6,2,Warm,0
1739,2013-06-03,2013,6,2,Warm,0
1740,2013-06-04,2013,6,2,Warm,0
1741,2013-06-05,2013,6,2,Warm,0
1742,2013-06-06,2013,6,2,Warm,0
1743,2013-06-07,2013,6,2,Warm,0
1744,2013-06-08,2013,6,2,Warm,0
1745,2013-06-09,2013,6,2,Warm,0
1746,2013-06-10,2013,6,2,Warm,0
1747,2013-06-11,2013,6,2,Warm,0
1748,2013-06-12,2013,6,2,Warm,0
1749,2013-06-13,2013,6,2,Warm,0
1750,2013-06-14,2013,6,2,Warm,0
1751,2013-06-15,2013,6,2,Warm,0
1752,2013-06-16,2013,6,2,Warm,0
1753,2013-06-17,2013,6,2,Warm,0
1754,2013-06-18,2013,6,2,Warm,0
1755,2013-06-19,2013,6,2,Warm,0
1756,2013-06-20,2013,6,2,Warm,0
1757,2013-06-21,2013,6,2,Warm,0
1758,2013-06-22,2013,6,2,Warm,0
1759,2013-06-23,2013,6,2,Warm,0
1760,2013-06-24,2013,6,2,Warm,0
1761,2013-06-25,2013,6,2,Warm,0
1762,2013-06-26,2013,6,2,Warm,0
1763,2013-06-27,2013,6,2,Warm,0
1764,2013-06-28,2013,6,2,Warm,0
1765,2013-06-29,2013,6,2,Warm,0
1766,2013-06-30,2013,6,2,Warm,0
1767,2013-07-01,2013,7,3,Warm,0
1768,2013-07-02,2013,7,3,Warm,0
1769,2013-07-03,2013,7,3,Warm,0
1770,2013-07-04,2013,7,3,Warm,0
1771,2013-07-05,2013,7,3,Warm,0
1772,2013-07-06,2013,7,3,Warm,0
1773,2013-07-07,2013,7,3,Warm,0
1774,2013-07-08,2013,7,3,Warm,0
1775,2013-07-09,2013,7,3,Warm,0
1776,2013-07-10,2013,7,3,Warm,0
1777,2013-07-11,2013,7,3,Warm,0
1778,2013-07-12,2013,7,3,Warm,0
1779,2013-07-13,2013,7,3,Warm,0
1780,2013-07-14,2013,7,3,Warm,0
1781,2013-07-15,2013,7,3,Warm,0
1782,2013-07-16,2013,7,3,Warm,0
1783,2013-07-17,2013,7,3,Warm,0
1784,2013-07-18,2013,7,3,Warm,0
1785,2013-07-19,2013,7,3,Warm,0
1786,2013-07-20,2013,7,3,Warm,0
1787,2013-07-21,2013,7,3,Warm,0
1788,2013-07-22,2013,7,3,Warm,0
1789,2013-07-23,2013,7,3,Warm,0
1790,2013-07-24,2013,7,3,Warm,0
1791,2013-07-25,2013,7,3,Warm,0
1792,2013-07-26,2013,7,3,Warm,0
1793,2013-07-27,2013,7,3,Warm,0
1794,2013-07-28,2013,7,3,Warm,0
1795,2013-07-29,2013,7,3,Warm,0
1796,2013-07-30,2013,7,3,Warm,0
1797,2013-07-31,2013,7,3,Warm,0
1798,2013-08-01,2013,8,3,Warm,0
1799,2013-08-02,2013,8,3,Warm,0
1800,2013-08-03,2013,8,3,Warm,0
1801,2013-08-04,2013,8,3,Warm,0
1802,2013-08-05,2013,8,3,Warm,0
1803,2013-08-06,2013,8,3,Warm,0
1804,2013-08-07,2013,8,3,Warm,0
1805,2013-08-08,2013,8,3,Warm,0
1806,2013-08-09,2013,8,3,Warm,0
1807,2013-08-10,2013,8,3,Warm,0
1808,2013-08-11,2013,8,3,Warm,0
1809,2013-08-12,2013,8,3,Warm,0
1810,2013-08-13,2013,8,3,Warm,0
1811,2013-08-14,2013,8,3,Warm,0
1812,2013-08-15,2013,8,3,Warm,0
1813,2013-08-16,2013,8,3,Warm,0
1814,2013-08-17,2013,8,3,Warm,0
1815,2013-08-18,2013,8,3,Warm,0
1816,2013-08-19,2013,8,3,Warm,0
1817,2013-08-20,2013,8,3,Warm,0
1818,2013-08-21,2013,8,3,Warm,0
1819,2013-08-22,2013,8,3,Warm,0
1820,2013-08-23,2013,8,3,Warm,0
1821,2013-08-24,2013,8,3,Warm,0
1822,2013-08-25,2013,8,3,Warm,0
1823,2013-08-26,2013,8,3,Warm,0
1824,2013-08-27,2013,8,3,Warm,0
1825,2013-08-28,2013,8,3,Warm,0
1826,2013-08-29,2013,8,3,Warm,0
1827,2013-08-30,2013,8,3,Warm,0
1828,2013-08-31,2013,8,3,Warm,0
1829,2013-09-01,2013,9,3,Warm,0
1830,2013-09-02,2013,9,3,Warm,0
1831,2013-09-03,2013,9,3,Warm,0
1832,2013-09-04,2013,9,3,Warm,0
1833,2013-09-05,2013,9,3,Warm,0
1834,2013-09-06,2013,9,3,Warm,0
1835,2013-09-07,2013,9,3,Warm,0
1836,2013-09-08,2013,9,3,Warm,0
1837,2013-09-09,2013,9,3,Warm,0
1838,2013-09-10,2013,9,3,Warm,0
1839,2013-09-11,2013,9,3,Warm,0
1840,2013-09-12,2013,9,3,Warm,0
1841,2013-09-13,2013,9,3,Warm,0
1842,2013-09-14,2013,9,3,Warm,0
1843,2013-09-15,2013,9,3,Warm,0
1844,2013-09-16,2013,9,3,Warm,0
1845,2013-09-17,2013,9,3,Warm,0
1846,2013-09-18,2013,9,3,Warm,0
1847,2013-09-19,2013,9,3,Warm,0
1848,2013-09-20,2013,9,3,Warm,0
1849,2013-09-21,2013,9,3,Warm,0
1850,2013-09-22,2013,9,3,Warm,0
1851,2013-09-23,2013,9,3,Warm,0
1852,2013-09-24,2013,9,3,Warm,0
1853,2013-09-25,2013,9,3,Warm,0
1854,2013-09-26,2013,9,3,Warm,0
1855,2013-09-27,2013,9,3,Warm,0
1856,2013-09-28,2013,9,3,Warm,0
1857,2013-09-29,2013,9,3,Warm,0
1858,2013-09-30,2013,9,3,Warm,0
1859,2013-10-01,2013,10,4,Warm,0
1860,2013-10-02,2013,10,4,Warm,0
1861,2013-10-03,2013,10,4,Warm,0
1862,2013-10-04,2013,10,4,Warm,0
