user_id,age,price,quantity,rating,transaction_id,transaction_date,product_code,category_id,category_name,temperature,humidity,wind_speed,weather_list,realfeel_list
4931,31,9.46,3,1.4,119756,2023-08-05,SK3093,3,EXFOLIANTS,24.8,21.9,4.1,Mostly sunny,23.4
1154,40,28.91,1,1.4,228792,2023-03-15,SK5737,8,SUNSCREENS,35.8,24.9,22.6,Thunderstorms,35.1
4416,41,165.63,2,1.6,795142,2023-11-25,SK5133,7,MASKS,6.6,62.9,9.0,Showers,4.9
2931,38,75.99,2,4.7,948617,2023-10-08,SK4806,2,TONERS,-3.3,53.9,7.3,Mostly sunny,-2.9
1195,54,92.78,5,4.9,925976,2023-03-22,SK6446,7,MASKS,-5.4,82.9,22.5,Sunny,-3.1
1173,19,169.55,2,2.6,677455,2023-10-07,SK8675,7,MASKS,4.8,65.9,29.0,Sunny,7.7
4910,64,34.01,2,3.6,647634,2023-04-19,SK7996,2,TONERS,-6.6,17.4,7.1,Sunny,-5.2
3182,40,30.0,1,1.2,967015,2023-06-22,SK4968,5,SERUMS,-6.0,17.0,8.3,Mostly cloudy w showers,-7.3
2446,22,142.85,1,4.1,755949,2023-02-24,SK1058,1,CLEANSERS,-6.9,63.8,2.4,Partly sunny,-8.1
2795,18,165.55,2,2.3,905833,2023-01-09,SK5147,2,TONERS,14.5,34.6,1.2,Mostly clear,15.0
3636,29,21.9,5,1.3,853728,2023-01-17,SK1542,8,SUNSCREENS,22.0,78.4,11.9,Mostly clear,24.8
1686,43,18.37,5,1.2,554975,2023-01-30,SK2979,2,TONERS,8.5,23.5,5.4,Mostly cloudy w showers,10.9
3840,42,70.28,3,1.7,240273,2023-10-11,SK9535,5,SERUMS,9.5,27.0,20.2,Partly sunny,8.6
4370,48,150.02,4,3.6,183733,2023-05-10,SK8668,4,MOISTURIZERS,37.6,45.0,23.6,Sunny,37.9
1692,44,173.21,2,1.9,599326,2023-05-09,SK4948,6,EYECARE,2.2,18.0,27.8,Rain,1.5
1568,26,80.86,4,2.0,793838,2023-08-24,SK7750,5,SERUMS,37.8,18.8,24.5,Rain,37.9
1200,39,151.65,4,4.1,296357,2023-10-19,SK4014,5,SERUMS,-2.7,62.9,23.1,Partly sunny,-4.0
4052,18,144.47,1,4.8,168393,2023-12-25,SK9800,9,ANTIAGING,-2.3,70.2,27.6,Mostly cloudy w showers,-0.5
3121,25,91.63,2,3.5,914081,2023-10-25,SK7115,9,ANTIAGING,15.6,71.9,12.3,Partly sunny,14.9
4655,20,173.0,4,1.7,367642,2023-06-19,SK6560,9,ANTIAGING,-3.3,38.3,29.2,Mostly cloudy w showers,-0.7
4902,52,16.16,1,2.3,774558,2023-12-20,SK8108,6,EYECARE,32.9,55.8,15.9,Thunderstorms,35.2
1129,46,199.99,4,4.5,485078,2023-06-20,SK7497,4,MOISTURIZERS,-0.1,15.7,16.5,Partly sunny,1.9
2998,46,81.76,1,2.1,687978,2023-04-07,SK9869,4,MOISTURIZERS,17.8,56.9,0.9,Mostly clear,17.1
4777,33,89.65,5,2.2,953664,2023-06-04,SK2056,7,MASKS,33.2,60.0,24.9,Partly cloudy,35.6
4776,27,175.97,3,4.5,135002,2023-12-05,SK5202,9,ANTIAGING,35.1,64.3,25.4,Mostly cloudy with storms,33.9
3250,31,81.76,3,4.0,335697,2023-12-15,SK9916,2,TONERS,33.2,74.7,2.0,Clear,31.8
3348,63,104.22,3,1.4,363997,2023-09-14,SK5951,5,SERUMS,11.5,23.0,11.6,Intermittent clouds,9.3
4370,27,57.27,5,1.3,781008,2023-11-13,SK5987,2,TONERS,33.2,62.8,27.5,Partly sunny,34.0
4580,40,177.32,5,1.1,394460,2023-11-17,SK6791,7,MASKS,-3.3,46.1,5.3,Rain,-5.9
2966,60,41.35,2,2.3,771080,2023-12-16,SK8906,1,CLEANSERS,39.4,85.5,17.4,Intermittent clouds,42.2
2292,62,25.21,5,2.9,938142,2023-04-17,SK4355,3,EXFOLIANTS,31.3,69.8,18.6,Rain,30.7
1598,40,49.46,4,3.2,438479,2023-10-11,SK9189,6,EYECARE,17.9,83.1,25.5,Mostly cloudy with storms,20.5
3272,39,39.24,4,1.3,597406,2023-12-12,SK6599,2,TONERS,20.0,13.1,23.9,Intermittent clouds,19.9
3369,19,92.33,5,2.3,860194,2023-01-19,SK5476,5,SERUMS,7.2,82.4,6.9,Partly sunny,6.1
2146,44,145.17,5,4.4,494640,2023-05-06,SK3346,9,ANTIAGING,20.0,63.8,17.2,Mostly sunny,19.8
1469,44,20.59,1,2.0,313802,2023-07-27,SK5534,4,MOISTURIZERS,37.2,73.1,10.3,Cloudy,36.4
1339,29,108.19,5,3.1,743316,2023-12-06,SK2759,9,ANTIAGING,16.4,74.8,0.3,Mostly cloudy w showers,19.2
4098,19,173.22,2,3.4,335156,2023-11-04,SK8901,9,ANTIAGING,13.8,66.8,19.6,Mostly clear,12.1
1995,31,91.97,4,2.3,234959,2023-10-21,SK7357,1,CLEANSERS,-5.3,72.2,13.7,Mostly sunny,-4.2
4910,45,6.29,2,2.3,632998,2023-11-21,SK8073,8,SUNSCREENS,37.6,28.8,23.0,Clear,37.6
1489,48,5.13,2,1.4,162376,2023-03-23,SK9207,8,SUNSCREENS,30.0,40.0,12.5,Rain,31.6
1266,61,68.49,5,1.4,283729,2023-12-06,SK7215,8,SUNSCREENS,19.4,16.8,3.5,Clear,19.2
2920,21,32.72,5,3.2,857985,2023-08-10,SK5571,4,MOISTURIZERS,24.6,67.7,4.4,Mostly clear,26.3
2084,40,93.27,1,3.7,582707,2023-02-03,SK2016,3,EXFOLIANTS,10.7,19.6,1.7,Partly sunny with showers,12.4
4421,49,34.18,3,2.2,450282,2023-04-07,SK6460,1,CLEANSERS,19.3,34.2,11.0,Mostly sunny,17.0
3189,27,190.98,5,1.7,570040,2023-05-18,SK7890,2,TONERS,2.7,53.2,27.9,Mostly cloudy w showers,1.2
4917,47,131.74,1,1.4,735268,2023-09-11,SK5097,3,EXFOLIANTS,7.8,75.0,19.5,Mostly cloudy w showers,6.3
4027,45,83.03,4,1.6,260582,2023-02-08,SK2801,3,EXFOLIANTS,0.1,20.6,7.7,Cloudy,0.3
1347,48,5.45,3,2.1,536666,2023-03-10,SK2692,6,EYECARE,7.1,46.3,19.7,Mostly cloudy with storms,9.2
3526,32,12.39,1,1.9,946323,2023-06-09,SK4683,7,MASKS,20.9,71.1,25.4,Sunny,19.8
4005,53,20.57,5,2.1,997284,2023-10-23,SK6516,3,EXFOLIANTS,21.6,87.5,2.2,Mostly cloudy with storms,22.9
4203,31,149.24,2,2.7,588774,2023-02-15,SK6116,7,MASKS,-9.9,45.2,19.2,Clear,-8.2
4499,43,127.83,3,4.0,257407,2023-06-04,SK6599,1,CLEANSERS,-9.3,68.7,7.3,Clear,-6.5
4665,56,160.75,1,3.0,508462,2023-12-25,SK7572,9,ANTIAGING,21.7,54.6,8.5,Mostly cloudy with storms,23.5
2720,24,79.42,3,1.3,324142,2023-09-18,SK5899,5,SERUMS,31.6,78.5,26.3,Partly sunny,29.4
1715,23,19.16,2,1.8,538493,2023-03-03,SK6778,1,CLEANSERS,9.9,53.5,22.1,Rain,12.3
3433,62,91.64,5,1.6,824574,2023-08-15,SK3404,1,CLEANSERS,0.7,68.0,18.5,Rain,-0.9
1149,43,7.43,4,1.5,988644,2023-01-23,SK4344,9,ANTIAGING,29.1,15.7,4.7,Partly cloudy,29.2
2347,65,192.62,5,3.0,164244,2023-05-25,SK6911,7,MASKS,14.7,34.5,29.2,Showers,16.5
3707,51,152.53,4,4.7,808463,2023-03-01,SK7757,4,MOISTURIZERS,-8.9,72.3,28.7,Mostly sunny,-6.5
2721,50,46.71,4,1.1,312948,2023-10-26,SK6530,6,EYECARE,24.6,35.4,17.2,Thunderstorms,21.9
2766,55,36.56,1,1.4,912821,2023-11-16,SK6633,5,SERUMS,30.9,13.9,0.6,Mostly cloudy with storms,30.9
3192,26,74.05,3,1.2,113199,2023-09-28,SK2615,1,CLEANSERS,25.6,71.7,2.8,Rain,22.7
2387,58,18.16,3,4.6,843859,2023-10-13,SK6322,9,ANTIAGING,4.1,26.3,2.5,Sunny,3.9
2421,36,58.46,5,2.7,372958,2023-03-22,SK2207,2,TONERS,-1.7,21.1,29.5,Sunny,-1.1
3327,40,166.74,2,1.2,234760,2023-11-02,SK6725,3,EXFOLIANTS,28.7,21.8,5.7,Thunderstorms,29.5
4429,62,42.26,1,1.3,189001,2023-08-29,SK6385,7,MASKS,9.4,14.8,12.3,Intermittent clouds,8.2
1038,31,52.51,5,3.1,404356,2023-09-29,SK4019,8,SUNSCREENS,22.6,76.6,19.9,Showers,24.2
2744,34,174.48,4,1.2,943732,2023-08-20,SK7851,3,EXFOLIANTS,-2.3,89.3,6.2,Rain,-4.6
4898,29,137.6,3,2.2,626387,2023-12-24,SK8997,3,EXFOLIANTS,39.9,51.8,17.9,Partly sunny,39.7
4159,45,107.56,3,2.5,731411,2023-09-09,SK1316,7,MASKS,26.2,10.3,4.3,Thunderstorms,25.8
4422,29,187.43,1,2.8,334368,2023-02-23,SK1835,2,TONERS,27.8,88.0,9.7,Mostly cloudy w showers,25.6
3186,21,7.66,1,1.0,265968,2023-09-16,SK7483,1,CLEANSERS,4.3,86.9,17.1,Thunderstorms,2.1
1949,26,80.0,3,2.9,714843,2023-07-31,SK1642,1,CLEANSERS,30.6,82.2,17.8,Intermittent clouds,31.8
2450,60,93.94,1,4.5,718124,2023-10-21,SK6050,6,EYECARE,23.0,68.5,4.9,Clear,22.0
3235,31,133.56,2,2.6,238810,2023-01-10,SK3512,3,EXFOLIANTS,27.1,25.0,25.1,Mostly cloudy with storms,29.4
3985,36,161.01,3,1.3,696998,2023-10-23,SK2772,1,CLEANSERS,4.1,29.0,16.7,Partly cloudy,5.0
2658,49,30.26,4,1.7,792138,2023-12-13,SK1626,6,EYECARE,29.1,27.6,21.2,Intermittent clouds,27.9
4901,51,54.57,4,1.7,486226,2023-02-02,SK7582,5,SERUMS,17.2,51.4,0.2,Sunny,20.0
2047,48,124.89,2,1.2,985054,2023-09-30,SK4448,3,EXFOLIANTS,25.1,51.3,7.0,Showers,22.7
4660,22,69.15,3,1.5,420574,2023-12-25,SK5549,8,SUNSCREENS,26.2,18.7,7.0,Cloudy,28.6
4837,58,189.33,3,2.3,201563,2023-04-27,SK6195,4,MOISTURIZERS,-2.2,13.9,8.8,Intermittent clouds,-1.1
3610,55,167.91,2,4.2,118046,2023-07-14,SK4171,3,EXFOLIANTS,13.9,31.4,20.6,Mostly clear,14.9
1492,20,22.81,2,3.5,917489,2023-10-19,SK9937,3,EXFOLIANTS,12.0,70.7,3.1,Partly sunny with showers,9.4
4694,44,114.51,4,4.2,839398,2023-11-11,SK5247,2,TONERS,-5.1,10.0,28.0,Sunny,-5.0
1544,56,7.68,5,4.1,315763,2023-12-20,SK4605,4,MOISTURIZERS,31.2,19.7,4.8,Partly cloudy,31.8
2222,65,66.89,2,4.7,994758,2023-06-01,SK5949,9,ANTIAGING,31.1,38.5,8.1,Mostly clear,28.1
1175,46,161.47,4,3.6,314445,2023-11-16,SK6459,9,ANTIAGING,11.7,54.0,27.4,Mostly cloudy with storms,13.3
3989,48,94.41,5,3.3,408876,2023-10-04,SK1821,1,CLEANSERS,35.7,89.4,7.6,Cloudy,34.4
2655,55,97.62,4,3.7,624327,2023-04-04,SK3613,2,TONERS,-0.7,52.8,18.8,Showers,-2.3
4812,18,99.14,3,3.3,906286,2023-12-05,SK6140,2,TONERS,29.5,27.0,20.4,Rain,29.0
2302,49,168.72,3,4.1,885853,2023-05-31,SK2119,1,CLEANSERS,-0.3,53.1,8.2,Intermittent clouds,-0.9
2378,52,141.9,1,1.8,270137,2023-08-09,SK8789,5,SERUMS,3.9,83.6,20.0,Mostly cloudy with storms,5.9
4622,38,169.8,5,3.9,358479,2023-10-20,SK6857,1,CLEANSERS,22.0,82.9,7.3,Mostly cloudy with storms,20.9
3860,23,25.47,5,2.3,261974,2023-08-09,SK8028,2,TONERS,26.4,83.4,16.0,Partly cloudy,27.8
3098,35,95.34,4,4.6,969545,2023-03-14,SK4939,8,SUNSCREENS,-2.7,13.0,26.2,Partly sunny,-3.4
1335,31,146.43,2,2.7,327824,2023-07-23,SK2792,9,ANTIAGING,23.5,55.9,15.2,Thunderstorms,23.0
3390,54,133.28,3,1.5,873943,2023-01-19,SK4003,4,MOISTURIZERS,10.1,21.8,22.3,Thunderstorms,8.0
2111,65,139.59,3,5.0,402636,2023-06-19,SK5528,2,TONERS,-8.8,86.6,14.5,Mostly cloudy with storms,-7.1
4650,33,11.65,2,4.7,725626,2023-02-03,SK1138,5,SERUMS,32.2,10.1,6.1,Partly sunny,35.0
2643,33,143.22,2,1.4,115252,2023-12-02,SK3632,6,EYECARE,-5.7,78.6,13.1,Partly sunny,-5.2
4606,51,15.74,3,3.1,838212,2023-06-28,SK8376,9,ANTIAGING,23.3,17.9,3.9,Rain,24.2
1815,27,168.33,2,4.3,430320,2023-06-10,SK5149,1,CLEANSERS,24.5,73.1,14.0,Thunderstorms,22.5
3759,40,184.95,3,4.9,337355,2023-09-27,SK6629,1,CLEANSERS,31.3,60.3,7.0,Clear,33.4
3759,49,72.62,4,4.6,659806,2023-04-02,SK9880,1,CLEANSERS,32.2,30.0,21.1,Showers,33.4
3759,59,33.6,5,1.1,916402,2023-01-23,SK9159,9,ANTIAGING,27.4,18.6,7.1,Rain,28.7
2640,28,44.09,3,1.4,212171,2023-12-12,SK5334,1,CLEANSERS,-1.0,29.7,9.5,Thunderstorms,-0.7
4810,40,141.53,4,1.2,433967,2023-01-10,SK7262,1,CLEANSERS,11.5,86.8,29.5,Mostly sunny,12.3
1894,33,145.25,5,2.2,742419,2023-11-27,SK3188,2,TONERS,6.3,35.8,4.0,Intermittent clouds,6.2
2486,62,118.0,1,3.3,915209,2023-11-22,SK9007,8,SUNSCREENS,35.3,51.4,12.1,Partly cloudy,33.5
3904,34,110.6,3,5.0,306407,2023-10-04,SK2940,5,SERUMS,15.9,67.3,7.5,Intermittent clouds,13.2
2084,18,16.25,5,4.7,344878,2023-08-19,SK1683,5,SERUMS,14.6,26.3,19.7,Partly sunny,16.1
3505,31,155.46,2,3.2,802457,2023-05-19,SK8700,9,ANTIAGING,-9.5,86.3,5.6,Partly sunny,-6.9
4417,30,92.82,3,2.9,954580,2023-01-08,SK5067,2,TONERS,7.2,26.7,9.8,Mostly cloudy with storms,4.7
1210,52,168.32,3,4.6,638541,2023-04-06,SK3434,4,MOISTURIZERS,34.9,80.9,10.1,Partly sunny with showers,33.0
3680,38,199.94,1,3.8,706562,2023-10-20,SK7416,5,SERUMS,-3.4,77.9,25.4,Mostly cloudy w showers,-4.7
2415,32,38.44,5,3.7,812818,2023-01-06,SK3133,4,MOISTURIZERS,11.3,75.5,23.2,Partly sunny with showers,12.0
4867,41,177.64,1,2.1,639720,2023-08-03,SK4318,5,SERUMS,9.6,82.7,9.9,Partly cloudy,11.5
2281,61,63.42,3,3.5,832511,2023-08-23,SK1178,7,MASKS,12.0,83.3,2.5,Mostly sunny,14.1
4102,22,92.01,5,2.3,988079,2023-05-06,SK8713,4,MOISTURIZERS,30.4,31.0,17.6,Partly sunny,30.0
1233,33,97.47,1,3.7,982665,2023-06-03,SK9556,8,SUNSCREENS,0.0,44.3,28.2,Showers,2.9
2670,45,116.66,1,1.3,281776,2023-03-10,SK9704,4,MOISTURIZERS,3.4,77.7,22.4,Thunderstorms,2.3
3184,38,185.41,4,2.7,889206,2023-11-10,SK8057,3,EXFOLIANTS,-2.1,12.0,28.6,Mostly clear,-1.2
3506,27,28.38,2,1.7,628325,2023-05-27,SK3487,1,CLEANSERS,-7.0,80.5,15.4,Rain,-4.7
2725,29,75.45,2,4.6,156659,2023-07-24,SK2432,9,ANTIAGING,-1.7,36.7,14.7,Partly sunny with showers,-0.5
2426,52,46.01,4,3.6,630441,2023-08-06,SK6045,9,ANTIAGING,-9.3,78.4,10.5,Intermittent clouds,-6.7
4026,29,98.13,1,4.2,700507,2023-08-04,SK9813,6,EYECARE,16.8,33.8,11.3,Showers,19.7
2486,47,190.26,5,1.6,264037,2023-05-09,SK2452,4,MOISTURIZERS,37.5,39.1,26.6,Partly cloudy,35.1
4989,41,155.17,3,5.0,102581,2023-12-06,SK6529,1,CLEANSERS,-4.2,12.5,28.4,Thunderstorms,-4.6
3732,62,13.91,5,3.7,581794,2023-02-02,SK8493,3,EXFOLIANTS,23.6,88.0,9.1,Sunny,23.6
2014,19,101.52,1,2.0,917620,2023-02-24,SK5934,6,EYECARE,6.4,87.6,10.7,Cloudy,8.8
4178,22,30.26,2,4.7,896000,2023-08-25,SK5673,2,TONERS,-2.3,47.8,18.1,Partly sunny with showers,-3.5
1625,33,70.49,2,4.5,638624,2023-01-06,SK6707,3,EXFOLIANTS,38.0,40.7,10.5,Thunderstorms,37.0
1576,23,133.24,4,4.2,725878,2023-09-21,SK4879,1,CLEANSERS,-3.5,32.2,2.1,Clear,-2.3
1042,56,85.34,4,2.9,777656,2023-06-15,SK2737,4,MOISTURIZERS,3.4,46.8,2.5,Thunderstorms,1.0
3913,46,170.02,3,2.7,565969,2023-05-31,SK1973,8,SUNSCREENS,16.5,75.6,16.7,Thunderstorms,17.6
3088,44,112.26,4,3.6,740694,2023-01-20,SK6475,3,EXFOLIANTS,3.9,62.9,17.1,Clear,3.7
1040,26,195.54,1,1.9,264978,2023-03-21,SK2705,7,MASKS,-8.7,68.0,5.4,Rain,-10.7
3481,23,171.76,4,2.0,553927,2023-04-25,SK5123,5,SERUMS,26.2,46.0,17.9,Partly cloudy,26.4
4843,40,88.12,2,5.0,904590,2023-04-23,SK2040,6,EYECARE,6.4,33.0,28.5,Partly sunny,4.6
3569,20,162.82,3,3.3,565728,2023-05-17,SK4090,7,MASKS,36.6,20.0,29.4,Partly sunny,36.6
4618,59,82.44,4,1.3,226320,2023-12-28,SK9236,5,SERUMS,20.7,86.1,12.4,Sunny,19.3
3155,32,126.13,4,2.1,898896,2023-07-20,SK5684,2,TONERS,36.1,33.1,3.6,Mostly clear,35.7
2121,29,47.16,1,1.5,391244,2023-04-07,SK3390,1,CLEANSERS,-1.0,21.9,28.9,Mostly clear,1.0
2834,48,123.11,5,3.2,140192,2023-10-21,SK4659,3,EXFOLIANTS,2.3,84.2,16.1,Partly sunny with showers,4.4
1647,41,55.52,3,2.9,274773,2023-02-12,SK5223,9,ANTIAGING,-3.2,85.0,16.9,Showers,-4.7
3007,43,172.15,3,3.9,339008,2023-11-05,SK1635,5,SERUMS,18.4,39.6,17.4,Mostly cloudy w showers,20.7
4819,42,128.83,2,3.7,738363,2023-08-18,SK4826,2,TONERS,8.9,18.1,2.9,Partly sunny,10.6
1682,32,55.77,4,1.6,869735,2023-07-15,SK1082,3,EXFOLIANTS,9.8,67.1,24.6,Mostly cloudy w showers,7.3
2342,39,150.94,3,2.6,617991,2023-06-18,SK5088,3,EXFOLIANTS,39.0,18.0,16.4,Partly cloudy,38.9
3875,23,110.44,3,2.8,494007,2023-04-15,SK7576,7,MASKS,34.2,82.7,23.8,Partly cloudy,32.7
1140,64,185.91,1,2.3,987479,2023-11-19,SK9969,1,CLEANSERS,37.3,55.3,11.2,Intermittent clouds,34.6
2033,36,46.86,5,3.3,558192,2023-05-25,SK2585,5,SERUMS,-4.0,86.3,9.7,Partly sunny,-5.2
1360,45,72.33,4,1.4,455913,2023-08-14,SK9711,8,SUNSCREENS,20.4,78.7,23.7,Intermittent clouds,23.2
2376,19,152.15,5,3.0,368014,2023-02-11,SK3595,8,SUNSCREENS,-10.0,61.6,10.2,Partly sunny,-10.6
3669,35,135.83,4,1.9,543271,2023-02-28,SK4544,6,EYECARE,35.7,48.6,7.0,Mostly sunny,38.2
2964,20,148.47,3,3.1,850170,2023-07-29,SK5153,7,MASKS,21.9,22.6,14.2,Rain,22.7
2860,20,127.59,3,2.8,592286,2023-01-16,SK5513,8,SUNSCREENS,5.5,34.9,8.2,Mostly sunny,3.3
3872,18,118.06,5,4.1,287790,2023-11-14,SK4654,1,CLEANSERS,32.4,43.9,14.2,Rain,31.5
2272,29,15.38,2,4.6,470100,2023-06-01,SK4010,5,SERUMS,13.7,75.4,1.7,Sunny,14.7
3383,58,94.08,2,3.1,644480,2023-03-21,SK2254,2,TONERS,5.9,16.8,5.7,Cloudy,5.9
4413,62,114.36,5,2.5,527959,2023-09-22,SK5624,3,EXFOLIANTS,19.9,51.4,12.5,Thunderstorms,22.8
2099,50,146.45,2,1.4,655777,2023-06-27,SK1583,7,MASKS,9.6,26.1,0.8,Clear,9.1
3140,24,99.93,5,2.0,898527,2023-10-24,SK4976,3,EXFOLIANTS,35.9,16.4,19.5,Partly sunny,35.4
2324,32,46.71,5,3.5,692133,2023-02-27,SK5529,7,MASKS,22.5,47.3,6.8,Rain,20.2
2082,36,67.99,5,4.2,676659,2023-09-24,SK4727,8,SUNSCREENS,29.3,76.2,26.3,Mostly sunny,28.8
2182,46,60.55,4,4.4,721803,2023-05-13,SK5237,7,MASKS,26.8,80.7,15.9,Intermittent clouds,28.8
3894,29,78.45,2,2.5,938368,2023-08-24,SK6285,7,MASKS,38.6,74.2,14.0,Mostly cloudy with storms,40.9
3654,45,26.61,4,2.8,734387,2023-10-19,SK5690,1,CLEANSERS,15.2,65.2,5.1,Rain,18.1
3878,31,169.28,4,3.4,569816,2023-07-25,SK6880,3,EXFOLIANTS,22.2,80.0,11.0,Clear,20.3
2035,51,90.96,2,1.7,752440,2023-07-22,SK5126,7,MASKS,37.0,29.7,13.3,Mostly sunny,35.9
4381,41,141.85,3,4.7,253322,2023-05-28,SK8212,7,MASKS,34.8,45.1,29.6,Cloudy,32.8
4778,56,30.25,5,4.4,226149,2023-07-14,SK2967,6,EYECARE,20.2,53.7,3.8,Clear,17.3
2370,29,80.66,5,4.9,199117,2023-01-28,SK1912,6,EYECARE,-2.0,87.5,21.2,Rain,-4.3
1525,44,89.17,5,2.0,704144,2023-04-09,SK8764,4,MOISTURIZERS,-2.7,25.7,18.1,Showers,-1.1
1503,56,96.92,1,4.8,236604,2023-01-09,SK3983,4,MOISTURIZERS,6.0,42.0,14.9,Intermittent clouds,5.3
4087,31,34.36,4,1.9,746119,2023-12-05,SK7041,2,TONERS,33.4,82.2,10.9,Thunderstorms,33.8
4261,32,19.99,1,3.8,684372,2023-05-29,SK9164,3,EXFOLIANTS,25.3,11.7,10.1,Showers,24.0
1403,36,110.44,4,5.0,826286,2023-08-02,SK9689,3,EXFOLIANTS,25.2,12.4,22.4,Mostly cloudy w showers,25.0
4802,51,177.44,3,1.9,862245,2023-03-16,SK1794,4,MOISTURIZERS,-9.5,69.4,3.0,Mostly sunny,-12.0
1457,42,147.87,3,4.2,644757,2023-05-02,SK9566,3,EXFOLIANTS,37.6,65.1,9.5,Rain,38.3
4062,37,194.34,5,4.4,467037,2023-12-15,SK4403,7,MASKS,6.9,24.7,13.3,Sunny,4.7
3508,31,25.35,2,2.5,509152,2023-08-22,SK6535,5,SERUMS,22.1,64.4,21.0,Mostly cloudy with storms,19.1
4111,32,156.83,1,3.9,142776,2023-12-06,SK6101,6,EYECARE,38.1,72.6,20.7,Mostly clear,36.3
2739,27,88.33,5,2.2,855252,2023-10-18,SK4542,4,MOISTURIZERS,20.3,30.6,29.0,Intermittent clouds,20.6
2788,58,87.04,5,3.8,434635,2023-04-07,SK5201,8,SUNSCREENS,24.4,14.9,25.6,Mostly cloudy w showers,27.2
4553,47,103.15,4,2.8,992296,2023-08-28,SK1487,3,EXFOLIANTS,17.7,49.5,17.6,Partly sunny with showers,14.9
2739,51,52.71,4,3.6,635871,2023-09-20,SK7386,5,SERUMS,4.7,22.9,0.8,Clear,4.0
3873,46,104.86,2,2.7,907405,2023-05-30,SK6080,5,SERUMS,-2.5,39.2,27.6,Clear,-5.1
3369,46,41.41,3,3.1,131268,2023-09-21,SK3402,6,EYECARE,32.3,14.6,9.4,Partly sunny with showers,31.4
3408,30,57.53,4,1.4,901119,2023-05-24,SK7148,3,EXFOLIANTS,31.3,75.5,0.1,Partly sunny with showers,34.1
3802,57,156.59,1,3.3,701807,2023-04-25,SK5872,8,SUNSCREENS,27.5,30.2,8.8,Mostly cloudy with storms,28.4
4952,51,27.36,5,1.1,668408,2023-09-30,SK9265,2,TONERS,7.8,81.3,4.4,Sunny,8.0
2653,44,24.37,4,3.6,283946,2023-07-23,SK4871,8,SUNSCREENS,5.0,25.7,3.7,Partly cloudy,2.3
1752,31,126.68,4,4.0,791872,2023-12-03,SK3438,4,MOISTURIZERS,34.4,17.5,19.5,Sunny,34.3
4334,61,74.36,1,4.4,214194,2023-02-05,SK7481,9,ANTIAGING,22.5,56.6,25.7,Intermittent clouds,19.5
2332,53,21.83,3,2.0,662566,2023-01-11,SK2812,9,ANTIAGING,20.2,71.7,8.3,Intermittent clouds,18.4
2843,57,179.22,3,3.0,473324,2023-06-28,SK9668,6,EYECARE,-0.5,49.8,27.7,Partly cloudy,-0.5
1310,37,29.74,2,4.2,341103,2023-04-06,SK2240,5,SERUMS,24.8,38.8,2.2,Rain,26.3
2847,27,46.9,1,3.3,112134,2023-12-04,SK1828,2,TONERS,22.1,49.0,26.9,Thunderstorms,20.4
2453,58,165.75,2,2.9,839634,2023-10-25,SK1727,1,CLEANSERS,1.9,83.7,15.2,Intermittent clouds,4.2
2093,37,175.3,5,1.5,103351,2023-01-26,SK7066,6,EYECARE,23.9,44.6,6.4,Partly sunny with showers,26.5
1273,35,57.24,5,4.4,432240,2023-11-28,SK3138,1,CLEANSERS,25.6,64.3,19.4,Intermittent clouds,26.1
1089,35,130.32,4,3.1,743027,2023-06-13,SK9379,1,CLEANSERS,1.7,79.5,25.3,Partly sunny,-1.2
3603,41,17.75,5,4.9,776031,2023-11-14,SK3800,2,TONERS,9.7,78.7,24.7,Partly sunny,7.0
2547,46,89.99,4,3.5,152647,2023-02-07,SK5083,4,MOISTURIZERS,23.2,17.0,19.3,Clear,23.2
3641,38,32.53,3,5.0,160544,2023-01-07,SK8041,4,MOISTURIZERS,22.1,67.7,14.6,Partly sunny with showers,23.2
4448,40,92.01,2,3.8,149600,2023-12-17,SK7485,5,SERUMS,23.8,11.4,10.9,Thunderstorms,22.3
4980,47,62.63,1,1.5,824488,2023-02-19,SK6219,6,EYECARE,0.7,15.8,17.0,Intermittent clouds,2.1
3703,55,96.3,4,4.4,518960,2023-10-14,SK8304,4,MOISTURIZERS,32.4,63.1,5.9,Intermittent clouds,34.4
4681,44,32.09,5,3.8,343665,2023-07-06,SK5544,5,SERUMS,6.3,37.3,19.8,Partly sunny,5.7
1858,36,60.56,4,3.8,510349,2023-06-04,SK2381,8,SUNSCREENS,33.4,88.1,3.2,Mostly cloudy w showers,30.6
3871,21,25.69,3,2.1,727452,2023-09-01,SK4361,5,SERUMS,28.3,32.6,9.7,Mostly cloudy with storms,26.7
3107,61,198.19,3,1.4,388664,2023-12-10,SK5489,4,MOISTURIZERS,26.8,13.6,6.4,Mostly clear,24.6
1063,26,191.72,4,3.9,316646,2023-07-20,SK3240,9,ANTIAGING,13.6,68.0,8.2,Mostly sunny,15.5
1145,64,146.36,1,3.5,884685,2023-10-27,SK9107,3,EXFOLIANTS,2.2,50.2,11.9,Partly sunny,4.7
1440,60,78.12,5,3.7,441184,2023-11-05,SK5820,4,MOISTURIZERS,37.5,83.7,25.4,Mostly cloudy w showers,34.8
2532,54,107.36,3,4.3,352924,2023-12-26,SK8448,6,EYECARE,15.0,79.3,23.2,Showers,15.0
2392,47,163.74,2,4.1,375089,2023-06-15,SK2262,1,CLEANSERS,21.8,41.8,21.2,Mostly cloudy with storms,23.5
